,index,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Source,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Category_0,Item_Category_1,Item_Category_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
8572,49,FDU34,124.9046,2177.3578406779666,Snack Foods,124.9046,18.25,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8573,50,DRH11,57.0614,842.2509434554978,Hard Drinks,57.0614,5.98,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8574,51,FDM03,106.6938,1654.4898417391307,Meat,106.6938,12.65,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8575,52,FDS31,181.0318,3389.226979354838,Fruits and Vegetables,181.0318,13.1,2007,OUT017,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8576,53,FDJ20,122.3388,2177.3578406779666,Fruits and Vegetables,122.3388,20.7,2007,OUT017,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8577,54,FDV44,188.7188,5329.314724444443,Fruits and Vegetables,188.7188,12.792854228644991,1985,OUT027,test,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8578,55,FDG02,188.8188,2890.9915358490566,Canned,188.8188,7.855,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8579,56,FDA09,179.666,2588.5638200000017,Snack Foods,179.666,13.35,1987,OUT013,test,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8580,57,FDT04,38.3822,507.04640366972484,Frozen Foods,38.3822,17.25,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8581,58,FDL58,263.2568,584.7577647727275,Snack Foods,263.2568,12.792854228644991,1985,OUT019,test,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8582,59,FDE52,90.1514,1198.2817900990096,Dairy,90.1514,10.395,2002,OUT045,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8583,60,FDW12,144.8444,2490.5268867052027,Baking Goods,144.8444,8.315,2004,OUT035,test,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8584,61,FDL51,214.9876,4199.544979310345,Dairy,214.9876,20.7,2007,OUT017,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8585,62,NCY42,141.347,3242.0620715328487,Household,141.347,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
8586,63,FDR07,96.8094,1559.3429752688166,Fruits and Vegetables,96.8094,21.35,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8587,64,FDN40,152.6998,2490.5268867052027,Frozen Foods,152.6998,5.88,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8588,65,FDB35,90.3804,2517.882088484848,Starchy Foods,90.3804,12.792854228644991,1985,OUT027,test,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8589,66,FDA22,165.8158,2611.4595423423425,Starchy Foods,165.8158,7.435,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8590,67,NCL06,262.5594,4034.8005631578935,Household,262.5594,14.65,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8591,68,FDI35,181.2634,3389.226979354838,Starchy Foods,181.2634,14.0,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8592,69,NCW42,221.6456,4199.544979310345,Household,221.6456,18.2,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8593,70,NCX06,180.0976,2588.5638200000017,Household,180.0976,17.6,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8594,71,FDC37,108.1938,2517.882088484848,Baking Goods,108.1938,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8595,72,FDZ14,122.3756,1752.2524399999998,Dairy,122.3756,7.71,2009,OUT018,test,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8596,73,DRG49,245.2486,4199.544979310345,Soft Drinks,245.2486,7.81,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8597,74,NCG06,256.2646,4133.318104761905,Household,256.2646,16.35,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8598,75,DRC36,173.7054,2588.5638200000017,Soft Drinks,173.7054,13.0,2002,OUT045,test,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8599,76,FDV21,124.8704,281.4820818181818,Snack Foods,124.8704,12.792854228644991,1985,OUT019,test,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8600,77,FDB53,148.6392,2597.410299186992,Frozen Foods,148.6392,13.35,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8601,78,DRP47,252.4382,584.7577647727275,Hard Drinks,252.4382,12.792854228644991,1985,OUT019,test,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8602,79,FDA14,145.17600000000002,2597.410299186992,Dairy,145.17600000000002,16.1,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8603,80,DRC24,152.6998,2597.410299186992,Soft Drinks,152.6998,17.85,2004,OUT035,test,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8604,81,FDW21,100.6358,1372.688490740741,Snack Foods,100.6358,5.34,2009,OUT018,test,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8605,82,NCH29,97.3726,1559.3429752688166,Health and Hygiene,97.3726,5.51,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8606,83,FDU58,188.6898,2890.9915358490566,Snack Foods,188.6898,6.61,1987,OUT013,test,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8607,84,FDY27,177.6344,2588.5638200000017,Dairy,177.6344,6.38,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8608,85,FDV56,108.9596,1784.4287381818183,Fruits and Vegetables,108.9596,16.1,2004,OUT035,test,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8609,86,FDT59,230.5668,4199.544979310345,Breads,230.5668,13.65,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8610,87,FDB23,225.5062,4199.544979310345,Starchy Foods,225.5062,19.2,1997,OUT046,test,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8611,88,FDR49,46.2376,699.7819098039218,Canned,46.2376,8.71,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8612,89,FDB03,242.2538,584.7577647727275,Dairy,242.2538,17.75,1998,OUT010,test,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8613,90,FDN39,165.7816,2453.7477006993004,Meat,165.7816,19.35,2002,OUT045,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8614,91,FDX02,223.1404,5329.314724444443,Dairy,223.1404,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8615,92,FDQ16,107.7912,2517.882088484848,Frozen Foods,107.7912,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8616,93,FDU35,99.47,1372.688490740741,Breads,99.47,6.44,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8617,94,NCT29,122.1414,2001.554929113923,Health and Hygiene,122.1414,12.6,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8618,95,FDZ27,48.135,699.7819098039218,Dairy,48.135,7.935,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8619,96,FDN57,140.4154,2309.2007980000008,Snack Foods,140.4154,18.25,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8620,97,FDA03,145.6102,2232.84702184874,Dairy,145.6102,18.5,2009,OUT018,test,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8621,98,FDZ36,185.72400000000002,3389.226979354838,Baking Goods,185.72400000000002,6.035,2002,OUT045,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8622,99,NCU05,81.1618,1198.2817900990096,Health and Hygiene,81.1618,11.8,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8623,100,FDT39,151.1366,2232.84702184874,Meat,151.1366,6.26,2009,OUT018,test,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8624,101,FDK60,97.2068,1559.3429752688166,Baking Goods,97.2068,16.5,2007,OUT017,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8625,102,FDZ25,169.27900000000002,2597.410299186992,Canned,169.27900000000002,15.7,2007,OUT017,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8626,103,FDG12,122.1098,2001.554929113923,Baking Goods,122.1098,6.635,1997,OUT046,test,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8627,104,DRB01,191.553,482.69954262295056,Soft Drinks,191.553,12.792854228644991,1985,OUT019,test,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8628,105,NCC43,250.6066,6280.89088,Household,250.6066,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
8629,106,FDX13,248.6092,584.7577647727275,Canned,248.6092,12.792854228644991,1985,OUT019,test,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8630,107,FDM22,53.06399999999999,842.2509434554978,Snack Foods,53.06399999999999,14.0,1999,OUT049,test,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8631,108,FDJ03,48.8692,1378.2631852760742,Dairy,48.8692,12.792854228644991,1985,OUT027,test,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8632,109,FDU14,249.775,3327.9525829268273,Dairy,249.775,17.75,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8633,110,FDB33,159.0262,346.89728372093043,Fruits and Vegetables,159.0262,17.75,1998,OUT010,test,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8634,111,FDP27,190.653,2890.9915358490566,Meat,190.653,8.155,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8635,112,FDO38,76.6986,165.91858165137612,Canned,76.6986,17.25,1998,OUT010,test,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8636,113,FDE28,232.0668,6280.89088,Frozen Foods,232.0668,12.792854228644991,1985,OUT027,test,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8637,114,FDO27,95.3752,1559.3429752688166,Meat,95.3752,6.175,2004,OUT035,test,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8638,115,DRL23,107.0938,2517.882088484848,Hard Drinks,107.0938,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
8639,116,FDS28,55.9588,842.2509434554978,Frozen Foods,55.9588,8.18,1997,OUT046,test,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8640,117,FDX24,92.5462,1460.7407669724769,Baking Goods,92.5462,8.355,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8641,118,FDZ02,96.3726,1559.3429752688166,Dairy,96.3726,6.905,2004,OUT035,test,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8642,119,FDL46,116.9466,1827.8328454545444,Snack Foods,116.9466,20.35,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8643,120,FDS60,178.766,5329.314724444443,Baking Goods,178.766,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8644,121,NCO06,33.0558,583.8145788617887,Household,33.0558,19.25,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8645,122,FDO16,84.625,1412.1562050420168,Frozen Foods,84.625,5.48,2004,OUT035,test,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8646,123,FDC60,87.3514,1412.1562050420168,Baking Goods,87.3514,5.425,1999,OUT049,test,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8647,124,FDA48,220.2114,3327.9525829268273,Baking Goods,220.2114,12.1,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8648,125,FDZ36,186.424,5329.314724444443,Baking Goods,186.424,12.792854228644991,1985,OUT027,test,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8649,126,FDK27,120.6756,1827.8328454545444,Meat,120.6756,11.0,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8650,127,FDW23,38.8164,507.04640366972484,Baking Goods,38.8164,5.765,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8651,128,FDM14,110.1254,1372.688490740741,Canned,110.1254,13.8,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8652,129,FDM14,108.2254,1542.279094,Canned,108.2254,13.8,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8653,130,FDW60,177.83700000000002,2588.5638200000017,Baking Goods,177.83700000000002,5.44,2009,OUT018,test,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8654,131,FDE21,116.4492,1922.149381714286,Fruits and Vegetables,116.4492,12.8,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8655,132,NCM42,109.3912,1879.05405,Household,109.3912,6.13,2004,OUT035,test,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8656,133,FDY59,93.9462,219.2185209302326,Baking Goods,93.9462,8.195,1998,OUT010,test,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
